name,category,coordenadas,num_of_reviews,business_id,city,state,stars,review_count
The Escape Game New Orleans,Escape room center,"29.953033, -90.0654436",838,Y2lE2JWRk4VGq0zUAmigCQ,New Orleans,FL,5.0,44
The Escape Game New Orleans,Tourist attraction,"29.953033, -90.0654436",838,Y2lE2JWRk4VGq0zUAmigCQ,New Orleans,FL,5.0,44
Therapeutic Elements Center for Massage Therapy,Massage spa,"28.0309637, -82.7364206",108,DCPpcgpzdJLxmORl9A5QOQ,Clearwater,PA,4.5,21
Therapeutic Elements Center for Massage Therapy,Resort hotel,"28.0309637, -82.7364206",108,DCPpcgpzdJLxmORl9A5QOQ,Clearwater,PA,4.5,21
Therapeutic Elements Center for Massage Therapy,Spa,"28.0309637, -82.7364206",108,DCPpcgpzdJLxmORl9A5QOQ,Clearwater,PA,4.5,21
Prytania Theatres at Canal Place,Movie theater,"29.9512926, -90.065744",14,4fSx_kno0HeGHwkFwO6TPQ,New Orleans,FL,3.5,63
Prytania Theatres at Canal Place,Movie theater,"29.9512926, -90.065744",14,cmcLkFHNfsmqyufEDlg0qQ,New Orleans,MO,3.5,16
Prytania Theatres at Canal Place,Movie theater,"29.9512926, -90.065744",14,tSHIolsuVbUhRDbVGvFWQQ,New Orleans,TN,4.0,19
U-Haul Neighborhood Dealer,Truck rental agency,"27.7514609, -82.7000824",14,hGpolNK-q27pSWSx0q7dKw,Gulfport,NV,3.0,10
U-Haul Neighborhood Dealer,Van rental agency,"27.7514609, -82.7000824",14,hGpolNK-q27pSWSx0q7dKw,Gulfport,NV,3.0,10
"Suncoast Skin Solutions, Inc.",Medical spa,"27.9308846, -82.2881213",688,rYLMIRL6nKaydibfoo-YLQ,Brandon,NJ,4.0,9
European Wax Center,Spa,"39.9485762, -75.1619236",63,uOYZJEcP9DyH2LI04CL6cw,Philadelphia,LA,3.5,62
Natural Nails & Day Spa,Day spa,"28.0438243, -82.5963225",157,Br2kxlfN8YNjJlD1bKrVxg,Westchase,FL,3.5,12
Natural Nails & Day Spa,Facial spa,"28.0438243, -82.5963225",157,Br2kxlfN8YNjJlD1bKrVxg,Westchase,FL,3.5,12
Natural Nails & Day Spa,Massage spa,"28.0438243, -82.5963225",157,Br2kxlfN8YNjJlD1bKrVxg,Westchase,FL,3.5,12
Smashin' Good Time,Recreation center,"39.5548585, -119.722879",48,eCH2Q-4K_8e9wZmdGZr6jA,Sparks,MO,5.0,34
Smashin' Good Time,Theme park,"39.5548585, -119.722879",48,eCH2Q-4K_8e9wZmdGZr6jA,Sparks,MO,5.0,34
Mitchell James Salon,Facial spa,"38.6343194, -90.3454611",328,RJFTHQhIuYDcsGRjEUUMHA,Saint Louis,LA,3.5,37
Mitchell James Salon,Spa,"38.6343194, -90.3454611",328,RJFTHQhIuYDcsGRjEUUMHA,Saint Louis,LA,3.5,37
Styles Unlimited Salon & Spa,Spa,"40.2548594, -75.3580016",88,yW7zHiQqBqMBCGFqcbe7bA,Harleysville,PA,5.0,8
Honky Tonk Party Express Bus,Bus tour agency,"36.161912, -86.7757476",573,6kvqc8EQ402tNnYz2V9yDw,Nashville,LA,3.0,5
Honky Tonk Party Express Bus,Sightseeing tour agency,"36.161912, -86.7757476",573,6kvqc8EQ402tNnYz2V9yDw,Nashville,LA,3.0,5
Honky Tonk Party Express Bus,Tour agency,"36.161912, -86.7757476",573,6kvqc8EQ402tNnYz2V9yDw,Nashville,LA,3.0,5
Honky Tonk Party Express Bus,Tourist attraction,"36.161912, -86.7757476",573,6kvqc8EQ402tNnYz2V9yDw,Nashville,LA,3.0,5
Devonshire Apartments,Apartment building,"39.5993916, -86.1570079",39,nMx7IAeMqy1-GfB84RnyhQ,Greenwood,MO,3.5,10
United Access,Van rental agency,"38.7260617, -90.3385485",56,rB6z5upjjIH1_hi60XOxRA,Saint Louis,IN,2.0,8
Rock Spa & Salon (in Seminole Hard Rock Tampa),Spa,"27.9916829, -82.3723871",38,wESVHzRpUh0uQ20Ujy2rAw,Tampa,PA,3.5,23
Rock Spa & Salon (in Seminole Hard Rock Tampa),Spa,"27.9916829, -82.3723871",38,WrEN7jL7PUNbvWJumENpew,Tampa,IN,2.0,5
Rock Spa & Salon (in Seminole Hard Rock Tampa),Spa,"27.9916829, -82.3723871",38,svc-qbIhSu_gGPPrA3fbfw,Tampa,LA,3.0,51
Rock Spa & Salon (in Seminole Hard Rock Tampa),Spa,"27.9916829, -82.3723871",38,BxFWkJsm5A0lz7C_BFDm4Q,Tampa,IN,4.0,322
Rock Spa & Salon (in Seminole Hard Rock Tampa),Spa,"27.9916829, -82.3723871",38,LnsqXu0Qot2f638dbq501Q,Tampa,CA,4.5,14
Rock Spa & Salon (in Seminole Hard Rock Tampa),Massage spa,"27.9916829, -82.3723871",38,wESVHzRpUh0uQ20Ujy2rAw,Tampa,PA,3.5,23
Rock Spa & Salon (in Seminole Hard Rock Tampa),Massage spa,"27.9916829, -82.3723871",38,WrEN7jL7PUNbvWJumENpew,Tampa,IN,2.0,5
Rock Spa & Salon (in Seminole Hard Rock Tampa),Massage spa,"27.9916829, -82.3723871",38,svc-qbIhSu_gGPPrA3fbfw,Tampa,LA,3.0,51
Rock Spa & Salon (in Seminole Hard Rock Tampa),Massage spa,"27.9916829, -82.3723871",38,BxFWkJsm5A0lz7C_BFDm4Q,Tampa,IN,4.0,322
Rock Spa & Salon (in Seminole Hard Rock Tampa),Massage spa,"27.9916829, -82.3723871",38,LnsqXu0Qot2f638dbq501Q,Tampa,CA,4.5,14
"greentoes North Nail Salon, Massage and Day Spa",Day spa,"32.3095637, -110.9793041",118,QTZpxDfV-RFuiVgKXi3vDw,Tucson,PA,4.5,29
Enterprise Rent-A-Car,Car rental agency,"40.15202, -75.00245",113,UpxMB14YyjE7LKeNvHU9UA,Feasterville Trev,TN,4.0,8
Enterprise Rent-A-Car,Van rental agency,"40.15202, -75.00245",113,UpxMB14YyjE7LKeNvHU9UA,Feasterville Trev,TN,4.0,8
Wink & Wax,Facial spa,"32.2703298, -110.9771619",38,wBT9bd-SPICuYl6DdB3wSQ,Tucson,LA,4.5,6
Wink & Wax,Facial spa,"32.2703298, -110.9771619",38,JxrmMuDkU10Rb4vPdOGAng,Tucson,FL,2.0,12
Wink & Wax,Facial spa,"32.2703298, -110.9771619",38,9_SjXYZbO2FH3H2hg_bYGw,Tucson,MO,4.0,126
The Esplanade at City Park,Apartment building,"29.9841176, -90.0881722",18,6qYacdOtomD5edF_9oQthA,New Orleans,PA,2.5,21
The Esplanade at City Park,Apartment building,"29.9841176, -90.0881722",18,As6n2aKz6C6drd8INS2l0g,New Orleans,LA,5.0,12
Virtua Hand Surgery & Rehabilitation - Voorhees,Medical Center,"39.8416537, -74.9270074",36,1YFkAjr87WDMEFre4Kp9mw,Voorhees Township,FL,3.0,6
Virtua Laboratory Services - Voorhees Hospital,Medical Center,"39.8416537, -74.9270074",16,1YFkAjr87WDMEFre4Kp9mw,Voorhees Township,FL,3.0,6
Virtua Voorhees Adult Radiology/Imaging,Medical Center,"39.8416537, -74.9270074",13,1YFkAjr87WDMEFre4Kp9mw,Voorhees Township,FL,3.0,6
Virtua Wound Center - Voorhees,Medical Center,"39.8416537, -74.9270074",7,1YFkAjr87WDMEFre4Kp9mw,Voorhees Township,FL,3.0,6
Paramount Property Management,Apartment rental agency,"43.6208703, -116.3492707",66,-5bqdX3ceIrFy0tB7aHsYg,Meridian,CA,5.0,5
Paramount Property Management,Apartment rental agency,"43.6208703, -116.3492707",66,ku0WS9tLXGmbtOepOJV2nA,Meridian,NJ,3.0,8
Paramount Property Management,Vacation home rental agency,"43.6208703, -116.3492707",66,-5bqdX3ceIrFy0tB7aHsYg,Meridian,CA,5.0,5
Paramount Property Management,Vacation home rental agency,"43.6208703, -116.3492707",66,ku0WS9tLXGmbtOepOJV2nA,Meridian,NJ,3.0,8
Enterprise Rent-A-Car,Car rental agency,"28.0503634, -82.6972289",108,T8l8efvT8uKrNosRCOYx6A,Oldsmar,FL,5.0,25
Enterprise Rent-A-Car,Car rental agency,"28.0503634, -82.6972289",108,wz-sWAIxTLwcIgxURoaGww,Oldsmar,AB,3.0,11
Enterprise Rent-A-Car,Van rental agency,"28.0503634, -82.6972289",108,T8l8efvT8uKrNosRCOYx6A,Oldsmar,FL,5.0,25
Enterprise Rent-A-Car,Van rental agency,"28.0503634, -82.6972289",108,wz-sWAIxTLwcIgxURoaGww,Oldsmar,AB,3.0,11
WestEnd At 76Ten,Apartment complex,"28.0241674, -82.5655827",98,vF9N-xe8pTrEufWg9Nq9PA,Tampa,AZ,4.5,7
WestEnd At 76Ten,Apartment building,"28.0241674, -82.5655827",98,vF9N-xe8pTrEufWg9Nq9PA,Tampa,AZ,4.5,7
WestEnd At 76Ten,Apartment rental agency,"28.0241674, -82.5655827",98,vF9N-xe8pTrEufWg9Nq9PA,Tampa,AZ,4.5,7
Street Lanes,Bowling alley,"40.1503539, -74.9994098",2,KiR6o257n1PYczejedKD3w,Feasterville,FL,3.5,54
Gold's Gym,Recreation center,"34.4398669, -119.8349837",37,PkOaZ_oaSia7QtO2cL7FaQ,Goleta,TN,3.5,25
"WildBerryMD Weight Loss, Wellness, & Med Spa",Health spa,"32.104641, -110.7746873",50,QwEQ0PUm4UMovf-sszhNhg,Tucson,FL,4.0,13
"WildBerryMD Weight Loss, Wellness, & Med Spa",Health spa,"32.104641, -110.7746873",50,1nFyIGNUFQXiO6yikhQJzg,Tucson,FL,3.0,47
"WildBerryMD Weight Loss, Wellness, & Med Spa",Health spa,"32.104641, -110.7746873",50,jSeQOce4FsHIw6zGR7UWwA,Tucson,IN,2.0,22
"WildBerryMD Weight Loss, Wellness, & Med Spa",Medical spa,"32.104641, -110.7746873",50,QwEQ0PUm4UMovf-sszhNhg,Tucson,FL,4.0,13
"WildBerryMD Weight Loss, Wellness, & Med Spa",Medical spa,"32.104641, -110.7746873",50,1nFyIGNUFQXiO6yikhQJzg,Tucson,FL,3.0,47
"WildBerryMD Weight Loss, Wellness, & Med Spa",Medical spa,"32.104641, -110.7746873",50,jSeQOce4FsHIw6zGR7UWwA,Tucson,IN,2.0,22
Heli Aviation,Helicopter tour agency,"27.9145377, -82.4501765",98,JFM0jMmKGDvEbvelpQ8iWQ,Tampa,FL,4.5,6
Heli Aviation,Sightseeing tour agency,"27.9145377, -82.4501765",98,JFM0jMmKGDvEbvelpQ8iWQ,Tampa,FL,4.5,6
flyVENTURE (Tampa),Helicopter tour agency,"27.9145377, -82.4501765",36,JFM0jMmKGDvEbvelpQ8iWQ,Tampa,FL,4.5,6
Results Transformation Center,Fitness center,"39.5487842, -119.7514923",108,-cDML6su_4Arm5USMTKNOw,Sparks,NJ,4.5,83
Results Transformation Center,Fitness center,"39.449844, -119.7508379",24,2mE8VhL0D0uL5nJ6JwCe3Q,Reno,PA,5.0,7
Results Transformation Center,Fitness center,"39.449844, -119.7508379",24,djNgyEBb8F4YbJ5TJwcu7w,Reno,CA,2.5,17
Results Transformation Center,Fitness center,"39.449844, -119.7508379",24,qduA7qbzuaRGfAjNPHdyZQ,Reno,NJ,4.0,29
Results Transformation Center,Fitness center,"39.449844, -119.7508379",24,0JGVO7NRcwr8PYiJ8VffOw,Reno,CA,5.0,6
9 Spa Asian Massage,Massage spa,"32.3245969, -111.0108898",38,OFz_O0IeDqyTXkaPxV-Zpw,Tucson,NV,2.0,5
Enterprise Rent-A-Car,Car rental agency,"32.235582, -110.8822427",118,bdZNJUZgKscEROU_ROL2TA,Tucson,IN,3.0,20
Enterprise Rent-A-Car,Van rental agency,"32.235582, -110.8822427",118,bdZNJUZgKscEROU_ROL2TA,Tucson,IN,3.0,20
Ta Nail and Spa,Spa,"32.3727966, -111.1362409",108,idzwEVfSY-ndEvL9t6UDFg,Tucson,MO,4.5,34
Our Urgent Care,Urgent care center,"38.8135486, -90.2917847",407,TeKI40W0fUIykMuWFHJOIw,Florissant,PA,2.5,11
Rage Philly,Recreation center,"40.080735, -75.180866",15,IYkcmNBwqmVsc5eVbKGq9g,Philadelphia,PA,4.0,5
Sue Ricke Spa,Massage spa,"39.7697466, -86.1601534",1,SujxtmRHQMped6t2-LOhLg,Indianapolis,FL,3.5,5
The DragonFly: Poetry and Performance Ritual Space,Museum,"29.9660538, -90.0356793",2,wyytVpppMke-AY91NGzW2g,New Orleans,IN,5.0,9
Bricknowlogy,Toy museum,"43.6935766, -116.3517848",58,M46J-dF8qXA-tgsKRnEuaQ,Eagle,NJ,4.5,105
1500 Market Street,Parking lot,"39.9523167, -75.1664857",24,HhU92tUeDvBGaFfgQHISAw,Philadelphia,NJ,4.5,13
1500 Market Street,Parking lot,"39.9523167, -75.1664857",24,bd_ATF7_7iPF-yzI_vvgWw,Philadelphia,PA,4.5,9
1500 Market Street,Parking lot,"39.9523167, -75.1664857",24,SMKJV4XRKRD-ShQx5emIsA,Philadelphia,MO,2.0,16
1500 Market Street,Parking lot,"39.9523167, -75.1664857",24,k_xNR7103Sr652Uk2Sm7aw,Philadelphia,LA,4.0,6
1500 Market Street,Parking lot,"39.9523167, -75.1664857",24,j3yCJo6tcggWs_Z1-cZ1AQ,Philadelphia,NV,4.5,13
1500 Market Street,Parking lot,"39.9523167, -75.1664857",24,QDPP1cwdxN5XYvUmpuYCAA,Philadelphia,MO,4.5,9
1500 Market Street,Parking lot,"39.9523167, -75.1664857",24,EHWWQjzRwSBceWSZXtc2VA,Philadelphia,AZ,5.0,12
1500 Market Street,Parking lot,"39.9523167, -75.1664857",24,xYiFhIxwluJ_qYIyScWufA,Philadelphia,AZ,2.0,5
Massage Envy - Plymouth Meeting,Massage spa,"40.1153304, -75.2819671",25,ZDz-J0khVGbG2iSThdbAsA,Plymouth Meeting,MO,2.5,26
Massage Envy - Plymouth Meeting,Facial spa,"40.1153304, -75.2819671",25,ZDz-J0khVGbG2iSThdbAsA,Plymouth Meeting,MO,2.5,26
Ideal Image Reno,Medical spa,"39.4661946, -119.7843689",148,I5lj81G2GtS3Jt9JJRThlQ,Reno,CA,3.0,20
PUSH Therapy LLC,Facial spa,"43.593928, -116.2448386",8,NgHJvibrjF_QrCwLjnO0Lg,Boise,FL,1.5,11
St. Louis Union Station Mirror Maze,Tourist attraction,"38.6277735, -90.2079922",27,PI0aGMmM33x1QF69JUsaUw,St Louis,PA,3.5,137
St. Louis Union Station Mirror Maze,Tourist attraction,"38.6277735, -90.2079922",27,PKugkEPK9A2J51CB9Dsgug,Saint Louis,PA,4.0,50
St. Louis Union Station Mirror Maze,Tourist attraction,"38.6277735, -90.2079922",27,vIg_WNUAZHXcqe-9JdWJ7w,St. Louis,NJ,3.0,336
St. Louis Union Station Rope Course,Tourist attraction,"38.6277735, -90.2079922",18,PI0aGMmM33x1QF69JUsaUw,St Louis,PA,3.5,137
St. Louis Union Station Rope Course,Tourist attraction,"38.6277735, -90.2079922",18,PKugkEPK9A2J51CB9Dsgug,Saint Louis,PA,4.0,50
St. Louis Union Station Rope Course,Tourist attraction,"38.6277735, -90.2079922",18,vIg_WNUAZHXcqe-9JdWJ7w,St. Louis,NJ,3.0,336
Santa Barbara Gym & Fitness,Fitness center,"34.4345885, -119.7245444",37,HdAJVfEz-LylWblpP1NgRQ,Santa Barbara,ID,4.5,9
Fearless Athletics | CrossFit South Philly,Fitness center,"39.9409577, -75.1609776",48,OXnDPFo9SVQ1G4rOXQYJ5A,Philadelphia,FL,5.0,23
Salon Reaction,Facial spa,"40.1465578, -75.0038282",37,icLuChgycYXV1xgPIXypYQ,Feasterville Trevose,CA,4.5,6
Santa Barbara Aquatics,Diving center,"34.4360416, -119.8272444",38,WpLkXXqEvdnN3uTegGcUqw,Goleta,AZ,4.5,34
BayCare Urgent Care (Carrollwood),Urgent care center,"28.0579974, -82.5028943",408,lsO4nMqeEPIT5QZ9jQ9G5g,Tampa,NJ,3.0,391
Reno Massage & Reflexology,Massage spa,"39.5044976, -119.7839949",168,3SJKN_-whf5G40q183iTJg,Reno,FL,4.5,56
Reno Massage & Reflexology,Massage spa,"39.5044976, -119.7839949",168,xkDaoLa4G4c87_Zhb8Y04Q,Reno,PA,4.5,26
All County® First Choice Property Management,Apartment rental agency,"27.8459909, -82.6997872",138,qlbADYYdaH4PtyHfHojDBg,Pinellas Park,FL,2.5,5
All County® First Choice Property Management,Condominium rental agency,"27.8459909, -82.6997872",138,qlbADYYdaH4PtyHfHojDBg,Pinellas Park,FL,2.5,5
Massage Envy,Massage spa,"32.3221439, -111.045375",276,qC2bnbWIMYA-ZDC3ENnw1w,Tucson,PA,3.5,40
Massage Envy,Facial spa,"32.3221439, -111.045375",276,qC2bnbWIMYA-ZDC3ENnw1w,Tucson,PA,3.5,40
Harbor Club,Apartment building,"39.6864399, -75.6855345",38,On1utx89SJz7W8lHKn_DLQ,Newark,AZ,1.0,5
Harbor Club,Apartments,"39.6864399, -75.6855345",38,On1utx89SJz7W8lHKn_DLQ,Newark,AZ,1.0,5
Sky Vista Commons,Apartment building,"39.627474, -119.869104",16,IJLqpjnthv4k85ikU4zJQQ,Reno,AZ,2.0,14
Royal Agape Day Spa,Day spa,"27.9682818, -82.7590175",75,e7wB6R3DOl_H_tg4kJCmvg,Clearwater,IN,4.0,10
Stumpy's Hatchet House,Recreation center,"29.9504522, -90.0765017",45,HXUdtV-4aHWo5MTRszfFGw,New Orleans,FL,4.0,45
Hunters Glen Apartments,Apartment complex,"40.0128819, -74.9653993",148,srLXSuGOGU1msSRuGPc9uA,Delran,PA,3.0,8
LEX Nightclub,Night club,"39.523354, -119.7791966",63,p16qhO-kuqx3IU_elDphUg,Reno,FL,3.5,21
European Wax Center,Spa,"39.9105218, -74.94161",67,emzQhIJ4dItItJescxcAQg,Marlton,TN,4.5,47
European Wax Center,Spa,"39.9105218, -74.94161",67,wDwR_6MGudnbg7UtGgwtCg,Marlton,TN,4.0,64
European Wax Center,Spa,"39.9105218, -74.94161",67,fUUoIXbsUWkO3BcPdmEh5g,Marlton,FL,4.5,5
European Wax Center,Spa,"39.9105218, -74.94161",67,iKghlp7t7mz0DlUYE3nQoA,Evesham Township,LA,4.0,53
European Wax Center,Spa,"39.9105218, -74.94161",67,vMOtWrAFqeqmuWek5vsi2g,Evesham Township,FL,3.0,11
European Wax Center,Spa,"39.9105218, -74.94161",67,WksAo-C-Wl4RRz4sgQjZLw,Marlton,FL,3.5,86
European Wax Center,Spa,"39.9105218, -74.94161",67,iTU-ppgPISL393XfC7V-ew,Marlton,MO,3.5,21
Mercy-GoHealth Urgent Care,Urgent care center,"38.6000414, -90.4045296",52,JpRLriPnYZ2WgzoP4faluQ,Kirkwood,IN,3.5,7
Mercy-GoHealth Urgent Care,Urgent care center,"38.6000414, -90.4045296",52,h0MyHnBmuVIE9D8R88fCxw,Kirkwood,LA,5.0,7
MassageLuXe,Spa,"38.578736, -90.328545",48,D65DSQBkUXJrcVJdW3NJXw,Shrewsbury,FL,2.0,11
Sierra Comstock Tours,Sightseeing tour agency,"39.529446, -119.814496",13,ruMlpNEfJ2BgNhHFIpl4Og,Reno,TN,3.5,22
Sierra Comstock Tours,Sightseeing tour agency,"39.529446, -119.814496",13,1iOPD56XgQWbeEOrvjL3xA,Reno,FL,4.0,5
Sierra Comstock Tours,Sightseeing tour agency,"39.529446, -119.814496",13,hVwmnQAgZpVbEoWayzASQg,Reno,FL,3.0,100
Granite City Urgent Care & Telemedicine & Rapid Testing,Urgent care center,"38.714213, -90.1287094",568,hSP5xmPPa_w6Xtr1HiZSUg,Granite City,PA,2.0,5
Publix Pharmacy at Tower Oaks Terrace,Medical Center,"28.3326007, -82.6681066",8,KWA2qtdwVEkMpd5soSKaGA,Hudson,ID,3.5,7
Healing Heights Massage Therapy,Spa,"27.91708, -82.789613",6,DButBcXVv8PBlg1jGKUmRg,Largo,PA,4.5,13
Healing Heights Massage Therapy,Spa,"27.91708, -82.789613",6,VTBHG7sfRtZJXiipqAXQgA,Largo,PA,4.5,57
Travel Haus,Travel agency,"38.526326, -90.353055",65,ULq5rjQRrM8BKWM4LxM6sw,Saint Louis,FL,4.0,19
Travel Haus,Cruise agency,"38.526326, -90.353055",65,ULq5rjQRrM8BKWM4LxM6sw,Saint Louis,FL,4.0,19
Dave & Buster's,Amusement center,"39.7851695, -75.0499973",348,8fKNBJt5_CICPeH12EKOxQ,Blackwood,AZ,3.5,20
Illusions Color Spa,Day spa,"38.4737875, -90.3055779",306,mKCsE8klcYFYc39KOPQipA,Saint Louis,FL,3.5,12
Illusions Color Spa,Day spa,"38.4737875, -90.3055779",306,24zEk_HWxXJ5XP2OIlCRCA,Saint Louis,AZ,3.0,46
Illusions Color Spa,Day spa,"38.4737875, -90.3055779",306,EIF1W_-8weWgmDP5sbBOIg,St. Louis,PA,2.5,11
Illusions Color Spa,Facial spa,"38.4737875, -90.3055779",306,mKCsE8klcYFYc39KOPQipA,Saint Louis,FL,3.5,12
Illusions Color Spa,Facial spa,"38.4737875, -90.3055779",306,24zEk_HWxXJ5XP2OIlCRCA,Saint Louis,AZ,3.0,46
Illusions Color Spa,Facial spa,"38.4737875, -90.3055779",306,EIF1W_-8weWgmDP5sbBOIg,St. Louis,PA,2.5,11
Illusions Color Spa,Spa,"38.4737875, -90.3055779",306,mKCsE8klcYFYc39KOPQipA,Saint Louis,FL,3.5,12
Illusions Color Spa,Spa,"38.4737875, -90.3055779",306,24zEk_HWxXJ5XP2OIlCRCA,Saint Louis,AZ,3.0,46
Illusions Color Spa,Spa,"38.4737875, -90.3055779",306,EIF1W_-8weWgmDP5sbBOIg,St. Louis,PA,2.5,11
The Granary,Apartment building,"39.9609219, -75.1706494",38,CJZbAeev7m4Ez414gqrU1g,Philadelphia,TN,2.5,6
The Granary,Apartment building,"39.9609219, -75.1706494",38,OlObggjRSlwv73Ured8DZg,Philadelphia,PA,3.0,7
The Granary,Apartment building,"39.9609219, -75.1706494",38,z6sg3yLchXyZqUmanvECYw,Philadelphia,IN,4.5,16
The Granary,Apartment complex,"39.9609219, -75.1706494",38,CJZbAeev7m4Ez414gqrU1g,Philadelphia,TN,2.5,6
The Granary,Apartment complex,"39.9609219, -75.1706494",38,OlObggjRSlwv73Ured8DZg,Philadelphia,PA,3.0,7
The Granary,Apartment complex,"39.9609219, -75.1706494",38,z6sg3yLchXyZqUmanvECYw,Philadelphia,IN,4.5,16
AROmotion,Medical Center,"27.9604943, -82.5252531",168,T8VOwg_TAtXmvpbL2RZg2A,Tampa,ID,2.0,5
Bass Pro,RV park,"38.7708953, -90.4972753",28,8UkU4oMh8zVhHB7xJ_sE_g,Saint Charles,PA,3.0,24
Hand and Stone Massage and Facial Spa,Day spa,"40.0901777, -75.3820695",108,cqXafPAo37uTuBz9_G00lw,King of Prussia,TN,2.0,8
Hand and Stone Massage and Facial Spa,Day spa,"40.0901777, -75.3820695",108,MNwQ-OZ_s88tL4LXmFVaNQ,King of Prussia,LA,4.5,6
Hand and Stone Massage and Facial Spa,Day spa,"40.0901777, -75.3820695",108,hDDop-w2Ok9Idk6wsAyeFw,King Of Prussia,FL,4.0,10
Hand and Stone Massage and Facial Spa,Day spa,"40.0901777, -75.3820695",108,JERVn_BhIzZOm6JTvn7CyQ,King of Prussia,FL,3.0,34
Hand and Stone Massage and Facial Spa,Facial spa,"40.0901777, -75.3820695",108,cqXafPAo37uTuBz9_G00lw,King of Prussia,TN,2.0,8
Hand and Stone Massage and Facial Spa,Facial spa,"40.0901777, -75.3820695",108,MNwQ-OZ_s88tL4LXmFVaNQ,King of Prussia,LA,4.5,6
Hand and Stone Massage and Facial Spa,Facial spa,"40.0901777, -75.3820695",108,hDDop-w2Ok9Idk6wsAyeFw,King Of Prussia,FL,4.0,10
Hand and Stone Massage and Facial Spa,Facial spa,"40.0901777, -75.3820695",108,JERVn_BhIzZOm6JTvn7CyQ,King of Prussia,FL,3.0,34
Hand and Stone Massage and Facial Spa,Spa,"40.0901777, -75.3820695",108,cqXafPAo37uTuBz9_G00lw,King of Prussia,TN,2.0,8
Hand and Stone Massage and Facial Spa,Spa,"40.0901777, -75.3820695",108,MNwQ-OZ_s88tL4LXmFVaNQ,King of Prussia,LA,4.5,6
Hand and Stone Massage and Facial Spa,Spa,"40.0901777, -75.3820695",108,hDDop-w2Ok9Idk6wsAyeFw,King Of Prussia,FL,4.0,10
Hand and Stone Massage and Facial Spa,Spa,"40.0901777, -75.3820695",108,JERVn_BhIzZOm6JTvn7CyQ,King of Prussia,FL,3.0,34
Bella Salon & Spa,Spa,"38.7800321, -90.4829383",1,21TDKv-2gNMu0h5wmMZ1CA,St. Charles,FL,4.0,7
U-Haul Neighborhood Dealer,Truck rental agency,"39.5299953, -119.7668316",20,wzFodw7t9NhU7m5Ybvz6nw,Sparks,MO,2.0,5
U-Haul Neighborhood Dealer,Van rental agency,"39.5299953, -119.7668316",20,wzFodw7t9NhU7m5Ybvz6nw,Sparks,MO,2.0,5
LuxiaSuites Christina Landing,Extended stay hotel,"39.73546, -75.553792",4,-L4ZVlzmrVKCs6F7ucgikA,Wilmington,IN,2.0,6
Madaras Gallery,Art gallery,"32.262749, -110.892872",368,zXwaR0CzGJgRl6F30KJhnQ,Tucson,LA,5.0,49
Massage Envy,Massage spa,"39.8688735, -86.1464767",58,7EMWBWLmLkgpyqXalGvpxA,Indianapolis,TN,2.5,31
Massage Envy,Facial spa,"39.8688735, -86.1464767",58,7EMWBWLmLkgpyqXalGvpxA,Indianapolis,TN,2.5,31
Gold Club,Night club,"39.9486535, -75.1651117",68,9oogG0VATbbqQ7fCVISjDQ,Philadelphia,FL,2.5,36
Tarpon Springs Art Gallery,Art gallery,"28.146032, -82.7557628",2,hBuuhKe-l-JGtLVsuPOEJg,Tarpon Springs,PA,5.0,13
Planet Fitness,Spa,"39.789497, -75.177734",178,fqf7NITn7ALcuDOQn8b4UQ,Mantua,PA,3.0,12
Sherwood Forest Apartments,Apartment building,"39.4946639, -119.8046632",25,fhbCK5TVPZO-2R45EEGezg,Reno,NV,1.0,6
Southern Arizona Heritage & Visitor Center,Visitor center,"32.2234437, -110.9731568",48,t_fm_mMoVyArU9bzR4YPng,Tucson,MO,4.5,58
Crunch Fitness - Fairless Hills,Fitness center,"40.1846911, -74.8672519",178,lYls0G4npSb00atiQd60Kg,Fairless Hills,PA,2.5,34
The Core Health & Wellness Center at La Encantada,Fitness center,"32.3247425, -110.9299968",4,KJK4cCS1Toi7qzpOxcvhFg,Tucson,PA,4.0,88
The Core Health & Wellness Center at La Encantada,Fitness center,"32.3247425, -110.9299968",4,BSug9XekNWu2om7mEEEF8w,Tucson,AZ,4.0,23
The Core Health & Wellness Center at La Encantada,Fitness center,"32.3247425, -110.9299968",4,GPF7FWG2dSkOyyiRgPeBNA,Tucson,TN,5.0,8
The Core Health & Wellness Center at La Encantada,Fitness center,"32.3247425, -110.9299968",4,M983OPfVRnwvG7zEOzykCA,Tucson,FL,3.5,261
The Core Health & Wellness Center at La Encantada,Fitness center,"32.3247425, -110.9299968",4,kdM1FwuXIEChNY1fpLNtdw,Tucson,PA,3.0,6
The Core Health & Wellness Center at La Encantada,Fitness center,"32.3247425, -110.9299968",4,nkP3hL3tkFH4NBJVVPZidg,Tucson,TN,4.0,7
The Core Health & Wellness Center at La Encantada,Fitness center,"32.3247425, -110.9299968",4,uSIGgRScZmpWlEcHtoaWlA,Tucson,PA,3.5,739
The Core Health & Wellness Center at La Encantada,Fitness center,"32.3247425, -110.9299968",4,0uUPOY8lYNkxoY0NVBCDHw,Tucson,PA,4.5,40
The Core Health & Wellness Center at La Encantada,Fitness center,"32.3247425, -110.9299968",4,oDsVHunO1pSNsmBdM2Yn3w,Tucson,PA,4.0,6
The Core Health & Wellness Center at La Encantada,Fitness center,"32.3247425, -110.9299968",4,vDchrkCo-7jbuTKF5nSbAw,Tucson,PA,3.5,7
